"id","x","y","mp","date","state","relevance","types"
739,17.316089,49.302210,"false","2012-01-19T13:14:00.0000+01:00",1,1,35
739,17.316089,49.302210,"false","2012-01-19T13:14:00.0000+01:00",1,1,55
739,17.316089,49.302210,"false","2012-01-19T13:14:00.0000+01:00",1,1,101
739,17.316089,49.302210,"false","2012-01-19T13:14:00.0000+01:00",1,1,102
1075,14.585108,50.226063,"false","2012-01-26T16:00:00.0000+01:00",1,4,74
1075,14.585108,50.226063,"false","2012-01-26T16:00:00.0000+01:00",1,4,97
1075,14.585108,50.226063,"false","2012-01-26T16:00:00.0000+01:00",1,4,120
2822,17.251485,49.572761,"false","2012-01-27T10:03:00.0000+01:00",1,1,77
2822,17.251485,49.572761,"false","2012-01-27T10:03:00.0000+01:00",1,1,97
3016,15.796849,49.957659,"false","2012-01-12T09:20:00.0000+01:00",1,4,54
3645,16.600080,49.204094,"false","2012-01-05T08:39:00.0000+01:00",2,2,78
3645,16.600080,49.204094,"false","2012-01-05T08:39:00.0000+01:00",2,2,97
3645,16.600080,49.204094,"false","2012-01-05T08:39:00.0000+01:00",2,2,132
6704,14.513940,50.105135,"false","2012-01-05T14:57:00.0000+01:00",1,1,74
6704,14.513940,50.105135,"false","2012-01-05T14:57:00.0000+01:00",1,1,97
6704,14.513940,50.105135,"false","2012-01-05T14:57:00.0000+01:00",1,1,120
7703,13.372552,49.737596,"false","2012-01-14T23:50:00.0000+01:00",2,1,78
7703,13.372552,49.737596,"false","2012-01-14T23:50:00.0000+01:00",2,1,97
7703,13.372552,49.737596,"false","2012-01-14T23:50:00.0000+01:00",2,1,132
8836,18.452793,49.796765,"false","2012-01-21T12:59:00.0000+01:00",2,1,74
8836,18.452793,49.796765,"false","2012-01-21T12:59:00.0000+01:00",2,1,97
8836,18.452793,49.796765,"false","2012-01-21T12:59:00.0000+01:00",2,1,124
9458,14.573654,50.003539,"false","2012-01-21T18:00:00.0000+01:00",1,4,54
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,18
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,20
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,34
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,35
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,36
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,38
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,55
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,62
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,63
9504,14.352074,50.074896,"false","2012-01-04T12:24:00.0000+01:00",1,4,72
14969965,14.520374,49.973049,"false","2012-01-04T10:00:00.0000+01:00",3,4,55
14969965,14.520374,49.973049,"false","2012-01-04T10:00:00.0000+01:00",3,4,57